Dataflow,FREQ:Frequency,BORROWERS_CTY:Borrowers' country,TC_BORROWERS:Borrowing sector,TC_LENDERS:Lending sector,VALUATION:Valuation,UNIT_TYPE:Unit type,TC_ADJUST:Type of adjustment,TIME_PERIOD:Time period or range,OBS_VALUE:Observation Value,COLLECTION:Collection Indicator,UNIT_MULT:Unit Multiplier,UNIT_MEASURE:Unit of measure,TITLE_TS:Title (tseries level),OBS_STATUS:Observation Status,OBS_PRE_BREAK:Pre-Break Observation,OBS_CONF:Observation Confidentiality
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1985-Q2,105.3,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1985-Q3,104.5,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1985-Q4,105.8,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1986-Q1,104.5,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1986-Q2,104.4,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1986-Q3,103.6,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1986-Q4,103.5,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1987-Q1,102.4,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1987-Q2,102.3,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1987-Q3,103.1,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1987-Q4,103.6,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1988-Q1,102.4,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1988-Q2,102.7,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1988-Q3,102.4,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1988-Q4,103.1,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1989-Q1,102.1,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1989-Q2,102.4,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1989-Q3,102.4,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1989-Q4,103.6,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1990-Q1,103.5,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1990-Q2,102,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1990-Q3,101.6,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1990-Q4,102.1,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1991-Q1,100.9,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1991-Q2,101.1,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1991-Q3,102.5,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1991-Q4,103.1,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1992-Q1,103.1,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1992-Q2,103.7,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1992-Q3,103.9,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1992-Q4,103.7,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1993-Q1,105.4,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1993-Q2,107,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1993-Q3,108.6,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1993-Q4,111.1,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1994-Q1,109,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1994-Q2,109.7,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1994-Q3,110.7,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1994-Q4,111.9,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1995-Q1,108.4,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,DE: Germany,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1995-Q2,109.5,E: End of period,0: Units,367: Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
